"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"2012: CNN Explains: Nor'easters - CNN.com Video","Think you know why it’s called a nor’easter? As the big storm approaches, here’s a little meteorology primer.","2013-02-08 13:00:02",276,61,"Yes","video","http://www.cnn.com/video/#/video/weather/2012/11/07/eitm-cnn-explains-nor-easters.cnn","http://www.facebook.com/5550296508/posts/406379416122464"
"Gov. Christie, I was you -- listen to the docs","CNN Politics editor Bryan Monroe writes a deeply personal open letter to Gov. Chris Christie, who lashed out this week at a doctor who'd commented on his weight. Monroe warns him that he should listen and shares his own story of losing more than 170 pounds for the sake of his health and children. This brings up a good question: When is it appropriate to talk about someone's weight? Tell us what you think. http://on.cnn.com/XtieFn","2013-02-08 12:30:00",611,67,"Yes","link","http://on.cnn.com/XtieFn","http://www.facebook.com/5550296508/posts/126892850815664"
"Some ACT tests canceled by winter storm heading toward Northeast","Oh, darn, can’t take that test tomorrow http://on.cnn.com/Xthpwf.   About 12,000 students in the Northeast are scheduled to take the ACT achievement test at 8 a.m. ET Saturday, but many of them won’t be sharpening their No. 2 pencils. The huge winter storm has forced the cancellation of tests in Connecticut, Massachusetts, Maine, New Hampshire, New Jersey, Pennsylvania, Rhode Island and Vermont. Test dates will be rescheduled as soon as possible, said ACT spokesman Ed Colby.","2013-02-08 11:47:18",72,14,"No","link","http://on.cnn.com/Xthpwf","http://www.facebook.com/5550296508/posts/345272185588845"
"Family gets 'good kid' eatery discount - CNN.com Video","Do you think all restaurants should follow this policy?","2013-02-08 11:15:03",2543,361,"Yes","video","http://cnn.com/video/data/2.0/video/us/2013/02/08/early-good-kid-restaurant-credit.cnn.html","http://www.facebook.com/5550296508/posts/462923323773612"
"CNN Live Event -- Streaming Now","A huge winter storm is bearing down on the Northeast, and already the governors of Massachusetts and Rhode Island have declared states of emergency. More than 3,500 flights have been canceled. Boston is expected to get the worst of it starting about 5 p.m. today into Saturday morning, seeing as much as 2 feet of snow. New York City could see up to a foot of snow. ""It's going to be one of the strongest winter storms we've seen in a very long time,"" CNN meteorologist Pedram Javaheri said.  For more on the storm, stay with CNN. ","2013-02-08 10:42:42",470,124,"No","link","http://cnn.com/video/data/2.0/video/cvplive/cvpstream4.html","http://www.facebook.com/5550296508/posts/269325653197942"
"Five things we learned from John Brennan's confirmation hearing","John Brennan’s hearing to become the 21st director of the Central Intelligence Agency was in stark contrast to what was considered by many as an ill-prepared, lethargic performance by defense secretary nominee Chuck Hagel at his confirmation hearing last week. The CNN Security Clearance blog authors share five things they learned from this week’s hearing: http://on.cnn.com/VLoDl7","2013-02-08 10:00:01",158,25,"No","link","http://on.cnn.com/VLoDl7","http://www.facebook.com/5550296508/posts/336720816446317"
"New England Nor'easter","Are you in the blizzard's path? Send your time-lapse videos and photographs to CNN iReport, but stay safe. http://on.cnn.com/VLgYmT","2013-02-08 09:31:24",47,15,"Yes","link","http://on.cnn.com/VLgYmT","http://www.facebook.com/5550296508/posts/464174756983313"
"Whopping winter storm marching in Sandy's path","This storm is on a trajectory reminiscent of the path that Superstorm Sandy took but will also include areas farther north. It is predicted to smother some places where the superstorm left behind the deepest scars. See how power companies are preparing: http://on.cnn.com/VLk7Db","2013-02-08 08:34:03",291,131,"No","link","http://on.cnn.com/VLk7Db","http://www.facebook.com/5550296508/posts/417736948304202"
"LA police continue search for ex-cop who says he's out to get them","Despite hundreds of officers, helicopters and door-to-door searches, everybody is still looking for ex-cop Christopher Dorner, and maybe at the same time looking over their shoulders. See some of the chilling words Dorner wrote in an 11-page manifesto, which was provided to CNN by an LAPD source. http://on.cnn.com/VL7yYn","2013-02-08 06:46:33",637,209,"No","link","http://on.cnn.com/VL7yYn","http://www.facebook.com/5550296508/posts/532905706730922"
"FBI shares last thoughts of a murder addict","Although the notes didn’t offer any clues or hidden messages that might help their investigation, they do offer a glimpse into the mind of Israel Keyes. http://on.cnn.com/VKivtj","2013-02-07 21:00:00",219,30,"No","link","http://on.cnn.com/VKivtj","http://www.facebook.com/5550296508/posts/329365193830971"
"Clint Romesha, the bravest of the brave","“For all the glory bestowed on Romesha, he is still torn apart because of those he couldn’t save that night, those whom no one could have saved,” writes CNN’s Jake Tapper. See Clint Romesha’s story as he prepares to receive the Medal of Honor and watch “An American Hero: The Uncommon Valor of Clint Romesha” tonight at 10 ET on CNN. http://on.cnn.com/VKioOo","2013-02-07 18:00:01",204,38,"No","link","http://on.cnn.com/VKioOo","http://www.facebook.com/5550296508/posts/204430206365202"
"Parents vent over fake pot story","Emily Bauer's harrowing experience with synthetic weed set off warning bells for parents across the country. Parents: Do you talk to your children about the dangers of drugs? Why or why not? Share your thoughts in the comments. http://on.cnn.com/VKi8iq","2013-02-07 17:00:01",236,70,"Yes","link","http://on.cnn.com/VKi8iq","http://www.facebook.com/5550296508/posts/472233556174681"
"5 fun facts about iTunes' 25 billionth song","See which song helped iTunes reach the milestone. What was the last tune you downloaded? http://on.cnn.com/VKi4iK","2013-02-07 15:00:01",141,15,"Yes","link","http://on.cnn.com/VKi4iK","http://www.facebook.com/5550296508/posts/138583769640113"
"*THIS* is CNN","If you love the way James Earl Jones says ""THIS is CNN"" as much as we do, update your CNN apps for iPhone and iPad and hear the man himself. And, if you think you can top his baritone gravitas, let's hear it. Post your own version to CNN iReport and we'll feature some here. http://on.cnn.com/YdyrPA","2013-02-07 13:00:00",228,13,"No","link","http://on.cnn.com/YdyrPA","http://www.facebook.com/5550296508/posts/424411207638939"
"[Photo]","15 biggest souvenir-buying no-no's  Are you guilty of buying someone a useless souvenir (i.e. a bottle of sand, foreign coins, statue of the Eiffel Tower, I <U+2665> t-shirt)? Don’t worry. We’ve all done it, or we've received it. CNN Travel helps you avoid the common souvenir shopping mistakes so your family, friends and coworkers might actually start looking forward to your return home. http://on.cnn.com/Ydf8G7","2013-02-07 11:58:23",936,135,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151457986841509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151457986931509"
"Rape case in Mexican resort city puts violence back in the spotlight","Experts say the incident of the Mexican resort rape case shows that even as Mexico's new government tries to paint a brighter picture and revamp the country's image, realities on the ground remain complicated – and, in some areas, ugly. http://on.cnn.com/YdcU9N","2013-02-07 11:05:20",271,63,"No","link","http://on.cnn.com/YdcU9N","http://www.facebook.com/5550296508/posts/207899802684766"
"OPINION: NRA's enemies list: Most of America","What do George Clooney, Chaka Khan, the American Medical Association, Jon Bon Jovi and C. Everett Koop have in common? They are among the 500 names on the National Rifle Association's new ""enemies list."" In this CNN Opinion piece, John Avlon says this shows how ""extreme, fanatical and out of touch"" the NRA has become. Do you agree? Who are you surprised to see on this list? http://on.cnn.com/VJWQ4i","2013-02-07 09:17:35",1430,331,"Yes","link","http://on.cnn.com/VJWQ4i","http://www.facebook.com/5550296508/posts/106598232844267"
"Monster blizzard could slam Northeast","CNN meteorologists say Boston and Hartford could have record-breaking snowfall, and some areas damaged by Sandy are in for more misery. This storm could rival the ""Great Blizzard"" of 1978.  How are you preparing for this weekend? http://on.cnn.com/VJWZov","2013-02-07 08:38:55",192,254,"Yes","link","http://on.cnn.com/VJWZov","http://www.facebook.com/5550296508/posts/235879116549268"
"LA police look for ex-cop suspected in shootings","BREAKING NEWS: A huge manhunt is under way in Southern California for a former Los Angeles police officer, who authorities say has killed one officer and is a suspect in the killing of two other people. http://on.cnn.com/VJPdel","2013-02-07 06:58:56",868,301,"No","link","http://on.cnn.com/VJPdel","http://www.facebook.com/5550296508/posts/529402903747100"
"Judge flips out after getting flipped off - CNN.com Video","Do you think the punishment fit the crime? http://on.cnn.com/VWrKTU","2013-02-06 21:00:02",5939,1190,"Yes","video","http://on.cnn.com/VWrKTU","http://www.facebook.com/5550296508/posts/337187499718873"
"Cougars in training: Young women dating even younger men","What do you think of women dating younger men? Would you consider dating someone younger than you? http://on.cnn.com/X4i6Qc","2013-02-06 19:00:00",460,97,"Yes","link","http://on.cnn.com/X4i6Qc","http://www.facebook.com/5550296508/posts/532110303476499"
"Common dieting mistakes, solved","See the top dieting blunders and the simple solutions. http://on.cnn.com/VWryUy","2013-02-06 17:00:00",197,64,"No","link","http://on.cnn.com/VWryUy","http://www.facebook.com/5550296508/posts/492066187519436"
"[Photo]","See some possible effects of the sequestration. http://on.cnn.com/X5zmog","2013-02-06 14:53:06",344,54,"No","photo","http://www.facebook.com/photo.php?fbid=10151456081806509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151456100786509"
"Debt collection horror stories","Threats to dig up dead bodies, kill beloved pets, and take away children…  Here’s some of the latest outrageous allegations of abuse from debt collectors: http://on.cnn.com/X4G1PD","2013-02-06 10:47:55",468,234,"No","link","http://on.cnn.com/X4G1PD","http://www.facebook.com/5550296508/posts/141037596058176"
"Pregnant federal guard accused of having sex with N.Y. cop killer","Federal guard Nancy Gonzalez is eight months pregnant, allegedly by an inmate who was convicted of killing two police officers. Authorities say that isn't the only relationship she had with an inmate while working as a guard at the Metropolitan Detention Center in Brooklyn. Check out the allegations and the potential sentence if she is convicted. http://on.cnn.com/X4nfHV","2013-02-06 09:36:15",370,150,"No","link","http://on.cnn.com/X4nfHV","http://www.facebook.com/5550296508/posts/160752880742698"
"[Photo]","Paying more at the pump?     It's not even close to the summer driving season, but gas prices have begun their annual ascent. The average price for a gallon of regular is now $3.53 a gallon, according to AAA. That's 17 cents higher than it was just a week ago, and 23 cents higher than last month. See which drivers are already paying more than $5 a gallon. http://on.cnn.com/VUoFDO","2013-02-06 07:52:47",553,415,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151455381421509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151455382566509"
"The real reason Mary Ingalls went blind","See the details behind the medical study. http://on.cnn.com/XgnrCn","2013-02-05 19:00:00",459,300,"No","link","http://on.cnn.com/XgnrCn","http://www.facebook.com/5550296508/posts/465495836838534"
"What you need to know about kids and norovirus","The particularly nasty strain of stomach virus is spreading like wildfire this year. See what to do if your child comes down with the highly contagious bug. http://on.cnn.com/XgndLk","2013-02-05 16:00:01",375,362,"No","link","http://on.cnn.com/XgndLk","http://www.facebook.com/5550296508/posts/406655889424851"
"[Photo]","Each day, CNN producers select a user-submitted photo to be our “Travel Photo of the Day.” Today’s photo is of an incredible view of the Pantheon in Rome, taken by Hyacinth Lechuga from her hotel window. Check out the gallery to see stunning shots from around the world. http://on.cnn.com/XfTylv    Have a gorgeous travel photo of your own to share? Submit it for the gallery at http://ireport.cnn.com/topics/337949!","2013-02-05 13:30:03",788,96,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151453761616509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151453884016509"
"Saudi Islamist preacher on trial in daughter's slaying","The case of the 5-year-old who was beaten and tortured by her father highlights the urgent need for legislation in Saudi Arabia that would better protect women and children from domestic violence. An activist involved with this case explains that Saudi courts tend to ""show leniency toward male abusers,"" and she is concerned that might happen in this case as well. http://on.cnn.com/XfPcuF","2013-02-05 12:04:23",683,127,"No","link","http://on.cnn.com/XfPcuF","http://www.facebook.com/5550296508/posts/214380345353537"
"Gov. Chris Christie takes on David Letterman - CNN.com Video","Do you think this makes Gov. Chris Christie more personable?","2013-02-05 11:00:36",919,118,"Yes","video","http://cnn.com/video/data/2.0/video/bestoftv/2013/02/05/point-chris-christie-letterman.cnn.html","http://www.facebook.com/5550296508/posts/267772026687653"
"LZ Granderson: Obama, stop trying to appease unfair critics","“And when you're dealing with crazy people, it doesn't really matter how many facts you present, because -- well -- they're crazy and they're just going to believe what they're going to believe,” states CNN Opinion contributor LZ Granderson. Do you think the president was beating a dead horse by releasing the photos of himself shooting a gun? http://on.cnn.com/Ws9jIs","2013-02-05 09:18:32",1002,92,"Yes","link","http://on.cnn.com/Ws9jIs","http://www.facebook.com/5550296508/posts/353988411381953"
"What's next for Ethan after Alabama hostage standoff?","According to authorities, Ethan is doing just fine. But how does a five-year-old heal after witnessing a murder and being kidnapped and held hostage for several days? A psychiatrist and former child hostage answer that question. http://on.cnn.com/WrQsNP","2013-02-05 06:42:41",428,46,"Yes","link","http://on.cnn.com/WrQsNP","http://www.facebook.com/5550296508/posts/508910282486123"
"Was singer's startling apology needed? - CNN.com Video","Think this pop star’s “act of contrition” was too extreme?","2013-02-04 19:00:01",389,91,"Yes","video","http://cnn.com/video/data/2.0/video/world/2013/02/04/zolbert-japan-pop-star-shaves-head.cnn.html","http://www.facebook.com/5550296508/posts/373478512749928"
"Fake pot puts teen at death's door ","Packaged as ""potpourri"" and advertised as a ""legal"" alternative to weed, synthetic marijuana was linked to 11,406 drug-related emergency department visits in 2010. Who was affected the most? Children ages 12 to 17. CNN iReporter Blake Harrison wants to bring awareness to the dangers of this drug after it ruined her sister’s life. See her story here: http://on.cnn.com/WKwAF3","2013-02-04 17:00:00",794,688,"Yes","link","http://on.cnn.com/WKwAF3","http://www.facebook.com/5550296508/posts/520047548040334"
"Obama highlights city's steps to address gun violence","""No law or set of laws can keep our children completely safe,"" Obama said in calling for ""basic, common sense steps to reduce gun violence."" What do you think of Obama’s latest remarks on the issue? http://on.cnn.com/WKwU6K","2013-02-04 14:43:27",1376,64,"Yes","link","http://on.cnn.com/WKwU6K","http://www.facebook.com/5550296508/posts/384954064934299"
"To rebuild middle class, restore marriage","How do we restore the role of marriage in America? The institution of marriage continues to weaken and produce ominous consequences for the next generation, writes David Frum for CNN Opinion. Do you agree that a restoration of marriage is crucial to reviving the middle class and offering hope to the poor? http://on.cnn.com/WKvUQa","2013-02-04 13:11:24",1752,162,"Yes","link","http://on.cnn.com/WKvUQa","http://www.facebook.com/5550296508/posts/154514994702405"
"[Photo]","After five-hour surgeries to repair her skull and help her hearing, Malala Yousufzai is stable, ""awake and talking to staff and members of her family."" Her doctors say the operations were a success.     This is the latest step on a long road to recovery for the teen activist who was shot in the head and neck by Taliban gunmen in October for speaking out in favor of education for Pakistani girls. http://on.cnn.com/WnvTA5","2013-02-04 11:30:02",9964,1349,"No","photo","http://www.facebook.com/photo.php?fbid=10151451366136509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151451427741509"
"Scientists find King Richard III under parking lot ","See what else archaeologists discovered that could require academics to rewrite history: http://on.cnn.com/WKdrDe","2013-02-04 10:31:18",971,367,"No","link","http://on.cnn.com/WKdrDe","http://www.facebook.com/5550296508/posts/527205000653435"
"Friend: Kyle 'a guardian of Marines' - CNN.com Video","Pat Kilbane describes his late friend Chris Kyle, one of two men shot dead at a Texas gun range allegedly by a fellow military veteran. See why he calls Chris a “guardian of Marines.”","2013-02-04 09:10:04",422,53,"No","video","http://cnn.com/video/data/2.0/video/bestoftv/2013/02/04/exp-early-kilbane-kyle.cnn.html","http://www.facebook.com/5550296508/posts/265113163618784"
"Five Super Bowl moments to talk about Monday","New records, controversial calls, girl power and lack of power… This year’s Super Bowl resulted in many memorable moments. What were your favorite? http://on.cnn.com/WmrJIE","2013-02-04 07:07:09",305,18,"Yes","link","http://on.cnn.com/WmrJIE","http://www.facebook.com/5550296508/posts/454123834640966"
"Huddle up: 5 story lines to follow at Super Bowl XLVII","Who are you rooting for? http://on.cnn.com/VHGgyK","2013-02-03 13:00:00",97,13,"Yes","link","http://on.cnn.com/VHGgyK","http://www.facebook.com/5550296508/posts/247762628691279"
"[Photo]","The Internet has made it easier than ever to not only find a date, but learn all about them from a simple search. Throw in texting, chatting online and social media, and many of us do more digital courtship than we do in real life. Do you think our reliance on technology to meet and communicate is getting in the way of romance? Why or why not? We’d love to hear from you! Share your story with us at CNN.features.sources@gmail.com and someone from CNN may contact you about being featured in an article for CNN.com.","2013-02-03 11:30:01",1542,250,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151445376426509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151449565346509"
"OPINION: Should we still fear al Qaeda?","http://on.cnn.com/VHFO3n","2013-02-03 09:00:00",317,37,"No","link","http://on.cnn.com/VHFO3n","http://www.facebook.com/5550296508/posts/183949191728979"
"Reports: Ex-Navy sniper killed at Texas gun range","Chris Kyle, who wrote a best-seller about his days as a sniper, was one of two men killed Saturday afternoon near Fort Worth, authorities say. See the latest here: http://on.cnn.com/VHylkT","2013-02-03 07:00:01",385,143,"No","link","http://on.cnn.com/VHylkT","http://www.facebook.com/5550296508/posts/208715945939873"
"Former NFL player wants brain studied","See why retired NFL player Thomas Jones made the decision to donate his brain to the Sports Legacy Institute. http://on.cnn.com/11tS6Sd","2013-02-02 19:00:01",463,59,"No","link","http://on.cnn.com/11tS6Sd","http://www.facebook.com/5550296508/posts/482474631810671"
"With river blindness, 'you never sleep'","About 18 million people have river blindness worldwide, according to the World Health Organization, but more than 99% of cases of this disease are found in Africa. See the details behind the disease and the efforts to eliminate it. http://on.cnn.com/11tPO5w","2013-02-02 14:00:00",477,170,"No","link","http://on.cnn.com/11tPO5w","http://www.facebook.com/5550296508/posts/249556655178741"
"White House releases photo of Obama shooting shotgun","Today the White House has released a photo of President Barack Obama shooting skeet last August, backing up a claim he made in a recent interview that some Republicans questioned. Take a look: http://on.cnn.com/11tOkYN","2013-02-02 11:18:14",1998,374,"No","link","http://on.cnn.com/11tOkYN","http://www.facebook.com/5550296508/posts/298675183589163"
"[Photo]","It's Groundhog Day, that American holiday where we have a groundhog predict whether spring is near, based on whether he sees his shadow. To celebrate, CNN iReport is doing a one-day photo challenge. Snap a photo of your shadow and upload it to iReport using the CNN app or here: http://on.cnn.com/XtONVa We'll feature the best on CNN.com.","2013-02-02 07:10:07",641,79,"No","photo","http://www.facebook.com/photo.php?fbid=10151445370786509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151447004881509"
"Pastor uses tithe excuse to dispute tip - CNN.com Video","Whose side are you on? http://on.cnn.com/14EcAqZ","2013-02-01 20:00:02",546,164,"Yes","video","http://on.cnn.com/14EcAqZ","http://www.facebook.com/5550296508/posts/536257879737777"
"[Photo]","“Earlier this week I drew a shallow breath of relief when the news surfaced that Chick-fil-A wasn’t as aggressively homophobic and had quit funding the groups,” writes chef and author Virginia Willis. Do you feel differently about the restaurant since finding out they no longer give funds to anti-LGBT groups? http://on.cnn.com/XtP0I1","2013-02-01 16:00:01",1358,464,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151445366286509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151445618476509"
"See what Alabama suspect's bunker looks like - CNN.com Video","Jimmy Davis, Jr., a neighbor of Jimmy Lee Dykes who allegedly murdered a school bus driver and kidnapped a 5-year-old, said he has seen the bunker where the child is being held firsthand.  See how he describes it.","2013-02-01 10:00:02",177,65,"No","video","http://cnn.com/video/data/2.0/video/us/2013/02/01/ev-exp-howell-dykes-bunker.cnn.html","http://www.facebook.com/5550296508/posts/339079159533949"
"[Photo]","At 12 PM ET, you can find Anderson Cooper, Dr. Sanjay Gupta, Jeffrey Toobin and AC360 producer Jack Gray in a live Google+ Hangout on CNN.com and AC360.com. Join the hangout! http://on.cnn.com/14Dqg5A","2013-02-01 08:50:02",610,64,"No","photo","http://www.facebook.com/photo.php?fbid=10151444821581509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151444850396509"
"[Photo]","Virginia Tech, Sikh temple, Aurora, Colorado, Sandy Hook Elementary… Where do we go from here as a country?     Last night on CNN's ""Guns Under Fire: An AC360º Town Hall Special,"" much of the discussion went beyond politics and legislation. One heated debate even focused on whether armed guards should be posted at schools. Was there a consensus? Sort of. But everyone agreed: Something has to happen. The devil is in the details. http://on.cnn.com/14DiHvB    Today at 12 PM ET, the conversation continues. Join CNN’s Anderson Cooper, Sanjay Gupta, Jeffrey Toobin and Jack Gray in a live Google Hangout at AC360.com. Send questions and thoughts via #gundebate360 on Twitter and Google+.","2013-02-01 08:03:35",862,104,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151444762116509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151444762206509"
"$65K in chicken wings stolen - CNN.com Video","How is it possible that two people could pull off a costly chicken wing heist weighing in at 26,000 pounds? Check it out on Anderson Cooper 360’s RidicuList. Plus, get an expert lesson on the civilized way to eat a hot wing, just in time for Super Bowl Sunday.","2013-01-31 20:00:02",861,360,"Yes","video","http://cnn.com/video/data/2.0/video/crime/2013/01/30/ac-ridiculist-stolen-chicken-wings.cnn.html","http://www.facebook.com/5550296508/posts/486575834732509"
"[Photo]","The faces of America's gun debate  http://on.cnn.com/UHng46    A former drug addict turned anti-violence crusader, and a man who lost his father in a temple shooting were among the guests on ""Guns Under Fire: an AC360° Town Hall Special."" The conversation continues at noon Friday on CNN.com","2013-01-31 19:01:14",402,45,"No","photo","http://www.facebook.com/photo.php?fbid=10151443393356509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151443393396509"
"After cancer, my real fight began","After four months of chemotherapy and eight weeks of radiation, CNN’s James Curry says he is happy to be in remission but explains that his battle has not ended. Curry says the psychological stress of being a cancer patient set in after his treatments stopped, and he spends a lot of time analyzing the ""what if"" scenarios. Do you know anyone coping with a similar situation? http://on.cnn.com/UHanaf","2013-01-31 18:00:01",1268,55,"Yes","link","http://on.cnn.com/UHanaf","http://www.facebook.com/5550296508/posts/406267442795725"
"[Photo]","One of the most divisive issues testing legislators today is how the country approaches gun laws. Tonight at 8 ET, Anderson Cooper will gather important voices in the current gun debate to talk about what must happen to achieve a common objective: less gun violence in America. The conversation will focus on many arguments, the facts on gun injuries and deaths, how pop culture fits into the equation, the meaning of the second amendment, and why it seems so difficult to find common ground. See what pro-gun voices and proponents of stricter laws will join Anderson tonight: http://on.cnn.com/UH5ldV","2013-01-31 16:00:02",552,89,"No","photo","http://www.facebook.com/photo.php?fbid=10151442962941509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151443138361509"
"NRA chief: Why we fight for gun rights","The Obama administration has attempted to demonize the NRA and intimidate gun owners, writes NRA president David Keene for CNN Opinion. See why he believes that gun owners have instead been energized http://on.cnn.com/UH5ZrU. What do you think of Keene’s viewpoint?   For more on the gun control debate, watch a special Anderson Cooper 360 Town Hall: “Guns Under Fire” TONIGHT at 8 ET on CNN.","2013-01-31 14:01:53",636,87,"Yes","link","http://on.cnn.com/UH5ZrU","http://www.facebook.com/5550296508/posts/336942779755316"
"Why husbands who share household chores miss out on sex","According to new research, if husbands ditch cooking the pot roast for dinner and instead push a lawnmower, they could be having more sex in their relationship. The study shows that husbands and wives who assign housework along “traditional gender lines” have more sex than those who split the chores more equitably. But what qualifies for female housework versus male housework? Tell us what you think. http://on.cnn.com/UGQujJ","2013-01-31 11:59:49",1476,464,"Yes","link","http://on.cnn.com/UGQujJ","http://www.facebook.com/5550296508/posts/467775139942707"
"Days after the happiest day of her life, teen inauguration performer fatally shot - CNN.com Video","A teen who performed at events around President Barack Obama's inauguration was shot to death in Chicago this week, and now her story has become part of the debate in Washington over gun violence nationwide. This morning on Early Start, Hadiya Pendleton’s dad and godfather talk about her legacy, and changes they hope to see in gun control laws.","2013-01-31 08:59:49",2722,572,"No","video","http://cnn.com/video/data/2.0/video/bestoftv/2013/01/31/exp-early-pendleton-stewart.cnn.html","http://www.facebook.com/5550296508/posts/462910263774045"
"Standoff drags into third day as man holds boy in underground bunker","Early this morning, dozens of law enforcement vehicles clogged the dead-end dirt road that leads to the home of Jimmy Lee Dykes, a gunman who is holding a 5-year-old boy hostage in an underground bunker. A sheriff says investigators have no reason to believe the boy has been harmed, but they are pleading with the suspect to let him go. For more on this story, go here: http://on.cnn.com/14tqpre","2013-01-31 07:28:09",695,275,"No","link","http://on.cnn.com/14tqpre","http://www.facebook.com/5550296508/posts/457220217676812"
"Newtown father breaks down and pleads for gun control - CNN.com Video","The father of a Newtown victim broke down while describing his son and pleading for gun control at an earlier public hearing focusing on school safety. “The happiest day of my life was the day he was born… the worst day of my life was when this happened and I buried him.”   A fourth public hearing will be held by a bipartisan task force on gun violence prevention and children’s safety in Newtown, Connecticut. Watch the public hearing live on CNN, CNN.com and the CNN mobile app at 6 PM ET. http://live.cnn.com/","2013-01-30 14:41:13",3381,371,"No","video","http://cnn.com/video/data/2.0/video/politics/2013/01/29/tsr-carroll-newtown-parents-gun-legislation.cnn.html","http://www.facebook.com/5550296508/posts/441523215914594"
"Surfer might have set new world record - CNN.com Video","Caught off the coast of the small fishing village of Nazaré, Portugal, the monster wave was reported to be more than 100 feet high, or 30.5 meters. ""It was just this endless drop and my feet were popping out of the straps,"" Garrett McNamara told CNN's Anderson Cooper on Anderson Cooper 360. ""It was like my whole body was shattering. It was really difficult.""","2013-01-30 12:58:37",2081,692,"No","video","http://cnn.com/video/data/2.0/video/sports/2013/01/30/ac-intv-mcnamara-surfing-new-record.cnn.html","http://www.facebook.com/5550296508/posts/200845923392072"
"How the violent mentally ill can buy guns","A horrendous case in Oklahoma City underscores how little the country's current gun laws can do to stop a mentally ill person from buying a gun. http://on.cnn.com/WBx5hs  For more on gun control and the recent proposals, watch a special Anderson Cooper 360 town hall event tomorrow at 8 PM ET.","2013-01-30 11:05:06",307,100,"No","link","http://on.cnn.com/WBx5hs","http://www.facebook.com/5550296508/posts/482205598484073"
"Severe weather","The National Weather Service is reporting major damage and reports of overturned cars after a tornado struck the town of Adairsville, Georgia, earlier today. Have you been affected by the storm? If so, share your images with CNN iReport, but please stay safe. http://ireport.cnn.com/topics/1303","2013-01-30 09:42:43",42,67,"Yes","link","http://ireport.cnn.com/topics/1303","http://www.facebook.com/5550296508/posts/156947781121919"
"Man kills Alabama bus driver, holds child hostage - CNN.com Video","A gunman boarded a school bus in Alabama, took a 6-year-old boy hostage and killed the driver who tried to save him. The incident occurred Tuesday and continued into Wednesday morning, with authorities still desperately trying to free the young child, who was being held by the gunman in an underground bunker. Adding to the tension is the fact that the child needs medication that has to be taken daily.  For more on this story, stay with CNN.","2013-01-30 08:31:29",1490,801,"No","video","http://cnn.com/video/data/2.0/video/us/2013/01/30/sot-al-bus-driver-shot.wsfa.html","http://www.facebook.com/5550296508/posts/592588364091783"
"With BlackBerry 10, struggling phone maker hopes for a comeback","BREAKING NEWS: BlackBerry maker Research in Motion is changing its name to match its iconic phone.   The move came as the company kicked off a series of around-the-world events unveiling BlackBerry 10 and the first two devices to run on the new platform. http://on.cnn.com/WBeO3W","2013-01-30 07:53:13",348,93,"No","link","http://on.cnn.com/WBeO3W","http://www.facebook.com/5550296508/posts/423932257687785"
"Bill Gates: Grade our teachers, help our students","Bill Gates on CNN Opinion writes that in his experience, the vast majority of teachers get zero feedback on how to improve. Some critics say a strong evaluation system costs too much. But it doesn’t. “An investment in great teaching would be small compared to what is being spent now on professional development that too often shows little results.” http://on.cnn.com/11eOxz1 Do you agree that we should invest in a reliable evaluation system to measure teacher performance?","2013-01-30 07:20:52",1977,236,"Yes","link","http://on.cnn.com/11eOxz1","http://www.facebook.com/5550296508/posts/135819846583453"
"Australian kids play in 'freaky foam' - CNN.com Video","Would you let your kids play in this?","2013-01-29 19:00:02",457,253,"Yes","video","http://cnn.com/video/data/2.0/video/world/2013/01/29/australia-floods-freaky-foam.cnn.html","http://www.facebook.com/5550296508/posts/330469760394731"
